idx,question_id,answer_id
765,Siapa mereka yang mengizinkan wanita untuk tidak menutupi diri mereka sendiri?,"Tidak ada dosa atas isteri-isteri Nabi (untuk berjumpa tanpa tabir) dengan bapak-bapak mereka, anak-anak laki-laki, saudara laki-laki, anak-anak perempuan dari saudara laki-laki mereka, anak-anak yang beriman dan hamba sahaya yang mereka miliki, dan bertakwalah kepada Allah, sesungguhnya Allah Maha Mengetahui segala sesuatu."
766,(Sesungguhnya Allah dan malaikat-malaikat-Nya bersalawat untuk Nabi) untuk Nabi Muhammad saw. (Hai orang-orang yang beriman!,(Perumpamaan) gambaran (Rasul itu) kalimat Allah kepada Nabi-Nya (akan diberkahi) huruf lam menunjukkan makna bayan atau penjelasan (dan Allah memberkahinya serta memberikan kenabian kepadanya) serta nikmat-nikmat lainnya (sebagaimana yang telah Engkau berikan kepada Ibrahim dan keluarga Ibrahim. Sesungguhnya Engkau Maha Terpuji) Maha Terpuji (lagi Maha Penyayang) terhadap kekasih-kekasih-Mu.
767,Baca ayat hijab dan jelaskan itu.,"Hai Nabi, katakanlah kepada isteri-isterimu, anak-anak perempuanmu dan isteri-isteri orang mukmin: ""Hendaklah mereka mengulurkan jilbabnya ke seluruh tubuh mereka."" Yang demikian itu lebih dekat untuk ketenangan hati mereka dan tidak merasa sedih, dan adalah Allah Maha Pengampun lagi Maha Penyayang."
768,Apa arti dari: (tr by alto45x) dan (a) dalam ayat 60 dari Surah Al-Ahzab?,"Kami akan menjadikan mereka sebagai penggantimu, padahal mereka tidak lama (di dunia)."
769,"Hai orang-orang yang beriman, janganlah kamu menjadi seperti orang-orang yang menyakiti Musa; maka Allah membersihkannya dari tuduhan-tuduhan yang mereka katakan. Dan adalah dia seorang yang mempunyai kedudukan terhormat di sisi Allah dan di sisi-Nya.","(Hai orang-orang yang beriman, janganlah kamu seperti orang-orang yang menyakiti Musa) dengan mencelanya (dan ia hanyalah mengikuti hawa nafsunya) menyimpang dari perkara yang hak (hingga ia berkata kepada segolongan orang-orang di antara orang-orang Israel, ""Sesungguhnya Musa ini) bahwa ia Alquran itu (tidak lain hanyalah dapat berbicara dengan bahasa yang fasih) yang tidak dapat dipahami oleh penglihatannya (dan Allah tidak memperlihatkan kepada mereka) yakni yang dimaksud adalah Nabi Muhammad (apa yang mereka kumpulkan) berupa kekafiran, keimanan dan ketaatan (dan apa yang mereka ada-adakan) berupa keimanan (di samping-Nya) berupa keimanan dan ketaatan. (Sesungguhnya pada yang demikian itu terdapat tanda-tanda kekuasaan Allah) yang menunjukkan akan kekuasaan-Nya, yang dimaksud adalah azab-Nya (adalah kemenangan yang besar) bagi orang yang menentang-orang yang menentang-Nya."
770,"(Dan langit, bumi dan gunung-gunung enggan untuk memikul amanat itu) tidak mau menunaikannya (dan mengapa mereka) yakni orang-orang kafir (mendurhakai-Nya) mengingkari adanya hari berbangkit.",(Sesungguhnya apa yang diwasiatkan oleh Allah adalah hal-hal yang harus selalu dilakukan dan dijaga) artinya tidak boleh diulang-ulanginya (dan aku bertakwa) kepada Allah dengan mengerjakan taat dan meninggalkan maksiat (maka akulah orang-orang yang berserah diri kepada Allah) dalam melaksanakan apa yang aku perintahkan (dan aku tidak takut kepada ancaman-Nya) jika aku kembali kepada-Nya.
771,Maka apakah orang-orang yang masuk (orang kafir) dan keluar dari bumi lalu naik ke langit itu (sama dengan orang yang masuk Islam)?,"Apa yang masuk ke bumi dari air, dan apa yang keluar dari bumi dengan sendirinya, yaitu tanaman, mineral, air, dan apa yang turun dari langit, malaikat-malaikat, kitab-kitab dan malaikat-malaikat, dan apa yang naik kepada mereka dari malaikat-malaikat dan apa yang mereka kerjakan."
772,"(Dan bacakanlah kepada Nabi Allah) yakni Nabi Muhammad saw. (apa yang telah diwahyukan) yang diwahyukan kepadanya, berupa Alquran (kepada Nabi) yakni Alquran (Daud) hal ini diketahui oleh Allah (sebagai nikmat dari Allah) lafal ayat ini menjadi badal dari lafal yang sebelumnya dengan mengulangi huruf jar (yaitu Daud) lafal ayat ini menjadi sifat dari lafal alladziina.","(Dan sesungguhnya telah Kami berikan kepada Daud karunia dari Kami) berupa kenabian dan Kitab Zabur. Dan Kami berfirman, (""Hai gunung-gunung!"
773,"(Dan bacakanlah) hai Muhammad (kepada manusia) yakni orang-orang kafir Mekah (apabila Allah menghendaki niscaya karunia-Nya atas kalian) berupa harta benda dan hasil-hasil yang kalian butuhkan dan kalian tidak akan mampu melakukannya (dan) tentang (Nabi Sulaiman) kemudian Nabi Sulaiman mengerjakan semuanya itu, sebagaimana yang telah dijelaskan oleh hadis yang telah diriwayatkan oleh Imam Bukhari dan Muslim.","(Sesungguhnya Allah telah menganugerahkan nikmat kepada Nabi Sulaiman) kepada Nabi Sulaiman (dengan memberikan kekuasaan kepadanya) maksudnya nikmat (atas angin yang berjalan di waktu pagi) pada pagi hari (dan perjalanannya di waktu sore hari) maksudnya, pada pagi hari (hingga waktu yang ditentukan. Dan Allah telah memberikan kepada Sulaiman itu sebagian daripadanya pengetahuan) yang telah diberikan oleh Allah kepadanya, yaitu bahwasanya ia dapat berjalan di waktu Magrib dan Nabi saw. masih tetap di tempatnya."
774,Dan apakah merasa aman (dari hukuman Tuhan) Sulaiman bahwasanya mereka tidak mengetahui yang ghaib.,"(Maka tatkala Kami telah menetapkan terhadapnya) terhadap Sulaiman (kematian) ia mati dalam keadaan diam berdiri bertopang pada tongkatnya selama setahun penuh. Para jin masih tetap melakukan pekerjaan-pekerjaan yang berat sebagaimana biasanya, karena mereka tidak menduga bahwa Nabi Sulaiman telah mati."
775,Apa yang terjadi dengan suku Syeba?,Sesungguhnya bagi kaum Saba' ada tanda (kekuasaan Tuhan) di Yaman yaitu dua buah kebun di sebelah kanan dan di sebelah kiri. Makanlah dari rezeki Tuhanmu dan bersyukurlah kamu kepada-Nya.
776,"Apakah percakapan antara orang yang tertindas, pemimpin dan penguasa mereka yang menyesatkan mereka pada hari kiamat?","(Orang-orang kafir berkata) kepada Nabi saw., (""Kami sekali-kali tidak akan beriman kepada Alquran ini dan tidak pula kepada kitab-kitab sebelumnya) kitab-kitab yang telah diturunkan sebelum Alquran (dan tidak pula kepada kitab-kitab) yakni kitab-kitab (sebelumnya) maksudnya pada kitab-kitab Alquran (dan tidak pula kepada kitab-kitab) yang telah diturunkan kepada para nabi dan kitab-kitab (yang sebelumnya) yaitu kitab-kitab yang diturunkan kepada para rasul. (Orang-orang yang dianggap lemah berkata kepada orang-orang yang menyombongkan diri) maksudnya para pemimpinnya, mereka berkata kepada para pemimpinnya, (""Sesungguhnya jika) huruf lam di sini bermakna qasam atau sumpah (kalian tidak menyesatkan kami, niscaya kami menjadi orang-orang yang berdosa."")"
777,"Dan mereka berkata, ""Kami percaya akan hal itu, tapi bagaimana mereka dapat menjangkau kami dari tempat yang jauh?"" - Saba' (Sheba), ayat 52.","Bagaimanakah mereka (orang-orang kafir Mekah) dapat memakan (kehidupan) akhirat, padahal mereka menghalangi (manusia) dari tempat yang jauh, dan mereka di dunia itu adalah orang-orang kafir dari jalan yang lurus."
778,"(Apakah) huruf Maa di sini bermakna Istifham yakni kata tanya, maksudnya, apakah (dapat dibedakan antara mereka) yakni antara orang-orang munafik dan orang-orang mukmin (dan apa yang mereka ingini) dapat dibaca A-idzaa dan A-innaa, kalau dibaca A-innaa dan A-innaa, kalau dibaca A-innaa artinya apakah yang mereka inginkan, ataukah orang-orang kafir Mekah? Tentu saja tidak.","Orang-orang kafir itu tertipu oleh angan-angan mereka yang penuh kekufuran, hingga mereka kembali kepada keimanan."
779,Apakah malaikat mempunyai sayap yang bisa terbang?,"(Segala puji bagi Allah) Allah memuji diri-Nya dengan kalimat tersebut, sebagaimana keterangan yang telah disebutkan dalam awal surah As-Saba (Pencipta langit dan bumi) yang menciptakan keduanya tanpa konsep terlebih dahulu (Yang menjadikan malaikat sebagai utusan-utusan) kepada para nabi (yang mempunyai sayap, masing-masing ada yang dua, tiga dan empat."
780,"Dan janganlah kamu tertipu oleh kehidupan dunia, dan janganlah kamu diperdayakan (untuk menerima) tipu daya Allah.",Janganlah pula setan sempat memperdaya kalian untuk tidak mengikuti jejak para rasul. Setan ini akan selalu mengiming-imingi kalian dengan ampunan meskipun kalian terus-menerus melakukan kemaksiatan.
781,"(Dan Allah, Dialah Yang mengirimkan angin) menurut qiraat yang lain dibaca Ar Riih dalam bentuk Mufrad (lalu angin itu menggerakkan awan) lafal Mudhari' di sini untuk menceritakan keadaan di masa lalu, maksudnya angin itu menggerakkannya (lalu Kami halau awan itu) di dalam ungkapan ayat ini terkandung Iltifat dari dhamir Gaib (ke suatu negeri yang mati) tanah yang tandus yang tidak ada tumbuh-tumbuhannya. Dapat dibaca Mayyitin atau Mayitin (lalu Kami hidupkan dengan hujan itu bumi) yang dikenainya (setelah matinya) setelah ia mengalami kekeringan, yaitu Kami tumbuhkan padanya tumbuh-tumbuhan dan rumput-rumputan.","(Dan Allah, Dialah Yang mengirimkan angin) menurut qiraat yang lain dibaca Ar Riih dalam bentuk Mufrad (lalu angin itu menggerakkan awan) lafal Mudhari' di sini untuk menceritakan keadaan di masa lalu, maksudnya angin itu menggerakkannya (lalu Kami halau awan itu) di dalam ungkapan ayat ini terkandung Iltifat dari dhamir Gaib (ke suatu negeri yang tandus) tanah yang tandus yang tidak ada tumbuh-tumbuhannya. Dapat dibaca Mayyitin atau Mayitin (lalu Kami turunkan kepada mereka air hujan daripadanya lalu Kami hidupkan dengan tumbuh-tumbuhan) hujan (dan Kami hidupkan dengan air hujan itu bumi) sehingga tumbuh-tumbuhan itu menjadi hijau (yang mati) menurut qiraat yang lain lafal Mayin dibaca Mayitin (dan dengan air itu Allah menghidupkan orang-orang yang mati pada hari kiamat)."
782,"(Demikian itu) yakni yang telah disebutkan tadi (adalah Allah Rabb kalian, Rabb kalian, kepunyaan-Nyalah kerajaan. Dan orang-orang yang kalian seru) yang kalian sembah (selain-Nya) yang dimaksud adalah berhala-berhala (tiada mempunyai apa-apa walaupun setipis kulit ari) yakni kulit yang melapisi biji.",Cangkang putih tipis berada di inti.
783,Jelaskan makna ayat - ayat berikut dari Surah Fāir (35): 18 - 23.,"(Jika seseorang) lafal immaa merupakan gabungan dari in syarthiah dan maa zaidah, kemudian keduanya diidgamkan menjadi satu sehingga jadilah immaa (yang berdosa tidak dapat memikul dosa orang lain) yakni dosa-dosanya tidak dapat memikul dosa orang lain (tidak dapat memikul dosa orang lain) ia tidak dapat menanggung dosa orang lain. (Sesungguhnya orang-orang yang buta hati mereka) yakni orang-orang kafir (tidak serupa dengan orang yang melihat yang melihat yang hak) yang dimaksud adalah orang-orang mukmin (dan yang mengikutinya) yakni orang-orang kafir; mereka sama dengan orang-orang mukmin (tidaklah sama dengan orang-orang yang mati) yang hatinya tidak mau mendengarkan Alquran dan orang-orang mukmin."
784,"(Apakah kamu tiada melihat) tiada mengetahui (bahwasanya Allah menurunkan air dari langit) yakni hujan (lalu Kami hasilkan) di dalam ungkapan ayat ini terkandung Iltifat dari dhamir Gaib (dengan hujan itu buah-buahan yang beraneka ragamnya) ada yang berwarna hijau, merah dan kuning dan warna-warna lainnya. (Dan dari gunung-gunung itu ada garis-garis) Judadun adalah bentuk jamak dari lafal Juddatun, artinya jalan yang terdapat di gunung dan lainnya (putih, merah) dan kuning (yang beraneka macam warnanya) ada yang tua dan ada yang muda (dan ada -pula yang hitam pekat) di'athafkan kepada lafal Judadun, artinya ialah batu-batu yang hitam pekat warnanya.","(Apakah kamu tiada melihat) tiada mengetahui (bahwasanya Allah menurunkan air dari langit) yakni hujan (lalu Kami tumbuhkan dengan air itu segala macam buah-buahan, tumbuh-tumbuhan dan binatang ternak) yaitu jenis tumbuh-tumbuhan yang bermacam-macam (dan sebagiannya Kami ciptakan dari tumbuh-tumbuhan yang bermacam-macam warnanya) dari berbagai macam warnanya (dan sebagiannya Kami ciptakan dari gunung-gunung) ada yang berwarna hijau dan ada yang merah dan ada yang merah dan ada pula yang merah dan ada yang merah (dan sebagiannya) di antara keduanya (Kami tumbuhkan gunung-gunung) gunung-gunung yang menjulang tinggi (dan Kami tumbuhkan padanya gunung-gunung) gunung-gunung yang menjulang tinggi (dan Kami tumbuhkan padanya gunung-gunung yang tinggi) menjulang tinggi (dan Kami ciptakan pula) gunung-gunung yang tinggi (Maha Pengampun) atas makhluk-Nya (lagi Maha Penyayang) kepada mereka yang bertobat."
785,"(Kemudian Kami wariskan) Kami berikan (Kitab itu) yakni Alquran (kepada orang-orang yang Kami pilih di antara hamba-hamba Kami) mereka adalah umatmu (lalu di antara mereka ada yang menganiaya diri mereka sendiri) karena sembrono di dalam mengamalkannya (dan di antara mereka ada yang pertengahan) dalam mengamalkannya (dan di antara mereka ada -pula- yang lebih cepat berbuat kebaikan) di samping mengamalkan Alquran, juga mempelajarinya, mengajarkannya dan membimbing orang lain untuk mengamalkannya (dengan izin Allah) dengan kehendak-Nya. (Yang demikian itu) yakni diwariskannya Alquran kepada mereka (adalah karunia yang amat besar.)","Kemudian Kami wariskan Al Quran itu kepada orang-orang yang Kami pilih di antara mereka, dan di antara mereka ada orang yang menganiaya diri mereka sendiri dan di antara mereka ada yang pertengahan dan diantara mereka ada (pula) yang memelihara amanat-amanat yang lurus dan ada (pula) yang memelihara hukum-hukum Allah."
786,Apa Dar al-Maqama?,"Allah telah menempatkan kami di tempat yang penuh rahmat-Nya, di mana kami tidak merasa lelah dan tidak pula merasa lesu."""
787,"Dan kalau sekiranya Allah menyiksa manusia disebabkan kezalimannya, niscaya Dia tidak akan meninggalkan di atas permukaan bumi suatu mahluk yang melatapun akan tetapi Allah menangguhkan (penyiksaan) mereka, sampai waktu yang tertentu; maka apabila datang ajal mereka, maka sesungguhnya Allah adalah Maha Mengetahui (keadaan) hamba-hamba-Nya.","(Dan kalau sekiranya Allah menyiksa manusia disebabkan usahanya) karena maksiat-maksiat yang telah dikerjakannya (niscaya Dia tidak akan meninggalkan di atas permukaan bumi suatu makhluk yang melata pun) makhluk yang hidup merayap di atasnya (akan tetapi Allah menangguhkan penyiksaan mereka, sampai waktu yang tertentu) yakni hari kiamat (maka apabila datang ajal mereka, maka sesungguhnya Allah adalah Maha Melihat keadaan hamba-hamba-Nya) Dia kelak akan membalas amal perbuatan mereka, yaitu dengan memberi pahala kepada orang-orang yang beriman dan menghukum orang-orang yang kafir (dan memberi balasan kepada mereka dengan pahala yang baik) yakni surga."
788,"Dan untuk menterjemahkan ayat-ayat yang Kami wahyukan, yaitu: ""Sesungguhnya Kami telah mengutusmu (Muhammad) di antara umat-umat yang telah berlalu sebelum kamu, agar kamu membacakan kepada mereka (Al Quran) yang Kami wahyukan kepadamu.""",(Kami turunkan kepadamu) hai Muhammad (agar kamu memberi peringatan kepada kaum yang sekali-kali belum datang kepada mereka orang yang memberi peringatan sebelum kamu dan kepada orang-orang Arab Badwi) yaitu orang-orang Yahudi dan Nasrani (dan orang-orang kafir) yaitu orang-orang Yahudi (mereka itu tidak beriman) kepada Nabi saw. (karena) akibat dari (mereka rela dengan apa yang telah diberikan kepada mereka) berupa kitab Taurat dan Injil (dan tidak pula mereka diberi peringatan) dengan Alquran itu (kecuali karena) karena (mereka selalu ingat) akan kebaikan-kebaikan yang terkandung di dalamnya.
789,"Apa arti dari ""Sara Yasin""?",Mereka mengangkat kepala untuk tidak melihat apa yang ada di dalamnya. Yang demikian itu adalah karena mereka tidak mau beriman dan tidak mau tunduk kepada kebenaran.
790,Apa kisah orang-orang desa?,(Dan buatlah) adakanlah (buat mereka suatu perumpamaan) lafal Matsalan adalah Maf'ul Awal (yaitu penduduk) lafal Ashhaaba ini menjadi Maf'ul yang kedua (suatu negeri) yaitu kota Inthakiah (ketika datang kepada mereka) lafal ayat ini sampai akhir ayat berkedudukan menjadi Badal Isytimal dari lafal Ashhaabal Qaryah (utusan-utusan) utusan-utusan Nabi Isa.
791,"(Dan ceritakanlah) hai Muhammad (kepada mereka) apa-apa yang telah diterangkan oleh firman-Nya, ""Tandanya) yang menunjukkan hal tersebut (adalah malam; Kami tanggalkan siang atas siang) dengan kegelapannya (dalam kegelapannya, maka dengan serta matahari itu terbenam) beredar (pada waktu yang ditentukan) yakni hari kiamat (dan tiadalah matahari itu yang masuk) dalam gelapnya matahari dan bulan (dan tidak dapat mendahului siang) (padanya dan tidak pula di malam hari) di waktu malam hari (masing-masingnya beredar) pada garis edarnya masing-masing dari garis edarnya (pada garis edarnya) pada garis edarnya (dan tidak pula beredar) pada garis edarnya (pada garis edar) pada garis edarnya (pada garis edarnya) yakni garis edarnya masing-masing dari garis edarnya masing-masing.","Dan suatu tanda (kekuasaan Allah yang besar) bagi mereka adalah matahari yang tidak berjurus kepada sesuatupun dan tidak (pula) kepada sesuatu malam yang Allah menjadikan siang itu dapat melihat, dan menjadikan siang itu terang benderang; dan pada masing-masingnya ada tanda (kekuasaan Allah) yang menunjukkan kepada kekuasaan-Nya. Dan pada yang demikian itu ada tanda-tanda (keesaan Allah) bagi bumi, sampai dia menjadi seperti pohon kurma yang telah tua (kering)."
793,"Makna ayat, apakah mereka berprasangka bahwa para malaikat itu adalah anak-anak perempuan Allah (Maha Penyayang) lafal ayat ini berkedudukan menjadi Hal atau kata keterangan keadaan bagi dhamir yang terkandung di dalam lafal yang terkandung di dalam lafal ahadin. Maksudnya, apakah mereka mendapat selamat dari azab, ataukah karena sama sekali tidak diterima?","(Sesungguhnya bagi orang-orang yang bertakwa) yang takut terhadap azab Allah (adalah surga dan apabila Rabb mereka Yang Maha Pemurah berkata kepada mereka) sewaktu mereka ingkar kepada adanya hari berbangkit (""Salaamun 'alaikum."") dan dikatakan pula kepada mereka, (""Salaamun'alaikum.)"
794,"(Apakah mereka tidak mengerti) dengan memakai ya dan ta, sesungguhnya hal itu benar-benar merekalah yang mengada-adakan kedustaan terhadap Allah) tentang adanya hari berbangkit; lafal ayat ini berkedudukan menjadi mubtada sedangkan khabarnya ialah (orang yang Kami kehendaki?) lafal ayat ini berkedudukan menjadi khabar dari mubtada sedangkan khabarnya ialah, dan lafal ayat ini berkedudukan menjadi khabarnya mubtada.",Kembalikan dia ke keadaan lemah mental dan fisik dari mana ia mulai.
795,dan (malaikat-malaikat) yang mengatur urusan (dunia) dan mengatur urusan (dunia).,"(Dan malaikat-malaikat) lafal al-malaku adalah bentuk jamak dari lafal malaa'ikah, artinya malaikat-malaikat (berada di penjuru-penjuru langit) berada di seantero langit."
796,(Maka apakah berhala-berhala itu dapat mencapai) dapat dibaca Tahqiq dan Tas-hil (langit lalu mendengar perkataan para malaikat?) yakni syaitan-syaitan itu mendengarkan bacaan Alquran mereka.,"(Sesungguhnya Allah telah menghiasi langit yang dekat) yang dekat dengan bumi (dengan bintang-bintang) dengan bintang-bintang yang cemerlang (dan Allah menjadikan padanya semua bintang-bintang) yakni semua bintang-bintang yang ada di langit itu (perhiasan) yang terdiri dari meteor-meteor (dan Dia menutupkan) menutup (baginya setan-setan) yakni setan-setan itu (dan bagi mereka siksa yang kekal) artinya neraka yang abadi (di langit dan siksaan yang pedih) atau menyakitkan (kecuali bila malaikat-malaikat itu menuruti perintah Allah) maksudnya, azab-Nya yang membantu mereka dengan menentang-Nya (dan berkata-kata yang setan) yaitu Alquran yang memerintahkan mereka untuk berbuat dusta (di antara mereka) yakni orang-orang kafir (dan) yang kafir (untuk menyesatkannya) yang dimaksud adalah para pengikutnya (dan Kami masukkan pula ke dalam neraka yang menyala-nyala) azab berupa api neraka yang apinya menyala apinya sekali, sebagaimana firman-Nya lainnya, yaitu azab tersebut dalam ayat lain, yaitu firman-Nya, yaitu firman-Nya, ""Adakah orang-orang yang pandai itu?"""
797,Apa arti dari 'zajratun wahidatun' dalam ayat 'Fainnamā hiya zajratun waihidatun fa'itha hum yanzuråna' dari Surat Al-Saffat (78:19)?,Satu napas.
798,(Dan tahanlah mereka) di tempat perhentian atau Ash-Shirat (karena sesungguhnya mereka akan ditanya tentang Alquran) di dalam ungkapan ayat ini terkandung iltifat dari dhamir gaib.,"(Demikianlah) yakni perihal yang telah disebutkan itu (dikatakan kepada mereka) yakni kepada orang-orang kafir Mekah (""Sesungguhnya orang-orang yang kafir itu) kepada Muhammad (ke neraka Jahanam, disebabkan apa-apa yang selalu mereka kerjakan dan mereka memperolok-olokkannya."") yaitu berupa perbuatan-perbuatan maksiat dan kedustaan terhadap Allah swt."
799,"(Maka terangkanlah kepada-Ku tentang ayat-ayat yang mereka baca) yakni Alquran. Lafal Idzaa di sini dinashabkan karena menjadi Mashdar yang dinashabkan oleh Fi'ilnya yang diperkirakan keberadaannya, yakni, dan mereka mendustakan Nabi saw.",Allah telah menyediakan bagi mereka gelas-gelas yang berisikan khamar dari sungai yang mengalir. Mereka berada di dalamnya untuk selama-lamanya.
800,"Tidak ada paksaan untuk (memasuki) Al Quran itu dan mereka tidak diperintahkan untuk (menerangkan) ayat-ayat itu, maka terangkanlah oleh kamu sekalian tentang ayat-ayat Al Quran.",Di dalam surga itu mereka tidak membunuh jiwa dan harta benda mereka dan tidak (pula) mereka diberi minum kecuali dengan air yang mendidih.
801,"(Di sisi mereka ada bidadari-bidadari yang tidak liar pandangannya) yaitu bidadari-bidadari yang selalu menundukkan pandangan matanya, atau dengan kata lain mereka hanya memandang suami-suami mereka saja dan tidak memandang orang lain, karena menurut mereka suami-suami mereka adalah orang-orang yang paling cakap (dan jelita matanya) artinya mata bidadari-bidadari itu sangat jelita.","Di antara mereka (ada) wanita-wanita yang menjaga kehormatannya, sedang mereka tiada memandang selain dari pada suaminya. Mereka itu seakan-akan mutiara yang tersimpan dalam hati mereka."
803,"Pohon zaqqûm yang terkenal dengan rupanya yang jelek, rasanya yang tidak enak dan baunya yang tak sedap, adalah makanan orang yang banyak berbuat dosa.",(Makanan surga) itukah hidangan yang lebih baik ataukah pohon zaqqum. Sesungguhnya Kami menjadikan pohon zaqqum itu sebagai siksaan bagi orang-orang yang zalim.
804,"Bagaimanakah keadaan mereka yang kafir dan menentang apa yang diperintahkan Allah kepadanya, ketika Kami memisahkan mereka dari segolongan yang lain, dalam surat al-Qur'ân?","Dan Kami telah menjadikan baginya di antara orang-orang yang datang kemudian, sebagai pelajaran dan peringatan bagi orang-orang yang kemudian."
805,"(Apakah) lafal Am di sini bermakna Istifham, yakni dapat dibaca Tahqiq dan Tas-hil (di dalam mimpi) mimpi (Ibrahim dan anaknya) yakni Nabi Muhammad.","(Yaitu ketika) lafal Idz di sini dinashabkan oleh lafal Udzkur yang keberadaannya diperkirakan sebelumnya, kemudian dijelaskan oleh Badalnya pada ayat selanjutnya (dia berkata, ""Ya Rabbku! Sesungguhnya aku akan memenuhi seruan-Mu, dan aku akan mematuhi perintah-Mu) dengan mengerjakan apa yang diperintahkan-Mu kepadaku ini (dan meninggalkan) dapat dibaca Nazzalu dan Laya'naa (kehidupan di dunia) dari dunia (dan di akhirat."""
806,Apakah kisah tentang Yunus (Muhammad)?,"Dan sesungguhnya Yunus benar-benar salah seorang rasul, maka tatkala ia melarikan diri ke suatu kapal, dia diombang-ambing di dalam laut dengan ikan besar dan ditelan ikan paus. Dan jika ia tidak berhenti (berbuat demikian) niscaya dia akan tetap tinggal di perut ikan paus sampai hari kiamat."
807,"(Dan apakah patut) Hamzah atau kata tanya di sini mengandung pengertian ingkar, sedangkan Wawu 'Athafnya menunjukkan 'Athaf jumlah kepada jumlah yang lain.",Para malaikat.
808,"(Maka berapa banyaknya umat-umat yang sebelum mereka yang telah Kami binasakan) umat-umat yang terdahulu disebabkan kekafirannya (Kami timpakan atas mereka azab) yakni siksaan (maka mereka tidak dapat melepaskan diri) dari azab Kami; maka Kami timpakan kepada mereka paceklik selama tujuh tahun, sesudah itu mereka dimudahkan lagi rezekinya.","(Allah bersumpah) lafal liyubayyina ini adalah bentuk takhfif dari lafal liyudhilla, yang asalnya adalah liyudhilla, kemudian huruf ta diidgamkan kepada huruf dal sehingga jadilah syinnya adalah syarthiyah (dengan nama-nama-Nya) yang dimaksud adalah Allah swt. (Yang demikian itu) yakni Dia telah bersumpah dengan nama-Nya (akan tetapi orang-orang kafir itu) yaitu orang-orang Quraisy ( enggan) untuk beriman (dan enggan) untuk beriman (kepada kebenaran) yaitu Alquran (dan banyak di antara umat-umat sebelum mereka telah ditimpa azab) artinya penduduk Mekah yang menimpa mereka dengan malapetaka, maka mengapa mereka berani mendustakannya? (Dan apabila datang saat itu) yakni saat kematian mereka (mereka meminta pertolongan) disegerakan datang, lalu dikatakan kepada mereka (""Bertolonglah kamu beserta orang-orang mukmin"") yaitu menimpakan azab."
809,"(Mengapa tidak) (diturunkan Alquran itu) atau Alquran (diturunkan kepada mereka) yakni di antara orang-orang kafir (dalam bahasa Arab) menjadi badal dari lafal 'aban (tatkala) menjadi badal daripada kata ganti yang sebelumnya (mereka berkata, ""Ya Rabb kami! Segerakanlah untuk kami) azab kami (sebelum hari berhisab"").","Sesungguhnya di dalam siksa yang ditimpakan kepada kami di dunia, dan di akhirat nanti kami akan mendapat siksa yang amat pedih."
810,(Dan bacakanlah kepada hamba-Nya) yakni malaikat-malaikat (saleh) ada yang membaca dengan ya dan ada pula dengan ya (yang lebih baik dari hamba-hamba-Nya) yakni para nabi (yaitu Daud) yakni Nabi Daud.,"Allah telah memberikan keutamaan kepadanya, sebagaimana Dia telah menyempurnakan nikmat-Nya, kepada Dâwûd, Sulaimân, Sulaimân dan meliputi segala sesuatu yang diserukannya. Allah telah menguatkan dan menguatkan kerajaannya dengan membangga-banggakan kerajaan Dâwûd."
811,Bagaimanakah keadaan Daud ketika musuh-musuhnya mengepung tempat suci Daud?,"Dan adakah sampai kepadamu berita orang-orang yang berperkara ketika mereka datang kepada Daud lalu ia terkejut karena kedatangan mereka? Mereka berkata: ""Janganlah kamu merasa takut, sesungguhnya kami adalah dua orang yang berbuat zalim kepada yang lain, maka berilah keputusan di antara kami dengan adil dan janganlah kamu menyimpang dari kebenaran dan tunjukilah kami ke jalan yang lurus; sesungguhnya seorang di antara mereka ini mempunyai sembilan puluh sembilan ekor kambing."
812,Bagaimanakah (keadaan mereka) terhadap Sulaiman?,"(Dan Kami berikan kepada Daud hikmah) kenabian (dan ilmu) pengetahuan (dan Kami berikan kepada Daud hikmah) antara lain ilmu, dan ilmu kenabian. (Sesungguhnya Sulaiman telah kembali) yakni kiblat Nabi Sulaiman (kepada Sulaiman) kepada Nabi Daud (sesungguhnya ia adalah termasuk orang-orang yang paling takwa) kepada Rabbnya."
813,Bagaimanakah cobaan dari Sulaimân?,"Dan sesungguhnya Kami telah menguji Sulaiman dan Kami jadikan (dia) tergeletak di atas kursinya sebagai tubuh (yang lemah karena sakit), dan seorang anak laki-laki di antara isteri-isterinya bersumpah bahwa keduanya tidak dapat berperang di jalan Allah, dan ia tidak dapat melepaskan diri (dari azab Kami) itu; maka ditimpakan kepadanya seorang laki-laki (berupa) seorang wanita yang saleh dan seorang perempuan yang bertakwa. Dan tidak dapat kembali kepada Tuhannya melainkan seorang perempuanpun, lalu dia bertaubat."
814,(Dan bacakanlah kepada hamba-Nya) yakni Nabi Sulaiman (salat) maksudnya cara-cara dan tempat-tempatnya (yang baik) untuk Nabi Sulaiman.,"(Sesungguhnya Allah telah memberi karunia kepada Sulaiman) kepada Nabi Sulaiman melalui doanya, sebagaimana yang telah disitir oleh firman-Nya, ""Sesungguhnya aku ini hanyalah seorang pemberi peringatan."" (Q.S. Al-A'raf, 31)."
