|question_en|answer_en|question_id|answer_id
721|And among people, there are those who say, 'We believe in Allah,' but when they face hardship because of Allah, they make the trial of people equal to Allah's punishment. And if help comes to you from your Lord, they will surely say, 'We were with you.' Is not Allah most knowing of what is within the breasts of the worlds? And Allah will surely know those who have believed, and He will surely know the hypocrites.|Among people, there are those who say, 'We believe in Allah,' but when the disbelievers harm them, they become distressed by their harm and punishment, just as they would be distressed by Allah's punishment, and they cannot endure the harm. So, they turn away from their faith. If victory comes from your Lord, O Messenger, for those who believe, those who have turned away from their faith will say, 'We were with you, O believers, supporting you against your enemies.' But is not Allah more aware of what is within the hearts of all His creation? And let Allah make clear to the believers, by a manifest light, that which they should know, and let the hypocrites know that they will be distinguished from the believers.|"Dan di antara manusia ada orang yang berkata dengan lisannya, ""Kami telah beriman."" Lalu apabila mereka ditimpa cobaan di jalan Allah, mereka takut dan menjelekkan agamanya serta tidak memikirkan azab Allah pada hari kiamat, seakan-akan mereka menjadikan siksaan manusia itu bagaikan azab Allah di akhirat."|"(Di antara manusia ada orang yang berkata, ""Kami beriman kepada Allah,"" maka apabila ia disakiti, orang-orang yang kafir mereka ditimpa kesusahan) yakni kesengsaraan disebabkan penganiayaan mereka (dan mereka pun ditimpa azab Allah) berupa kemiskinan dan kesengsaraan (dan mereka tidak dapat menahan diri) dari azab-Nya. (Maka jika datang pertolongan kepada mereka) yaitu berupa kemenangan dan harta benda (dari Rabbmu lalu berkatalah orang-orang yang kafir) yang mengatakan kepada mereka (""Sesungguhnya kami adalah orang-orang yang beriman."")"
722|What is the meaning of the phrase 'And they will bear their burdens and other burdens along with their burdens' in verse 13 of Surah Al-'Ankabut?|May these disbelievers bear their own burdens and the weight of their sins, as well as the burdens of those they misled and turned away from the path of Allah, without diminishing the burdens of their followers.|Apa arti kalimat 'Dan mereka akan memikul beban dan beban-beban mereka bersama dengan beban-beban yang mereka tanggung di atas ayat ke-13 dari Surah Al-Ankabut?'|Orang-orang kafir itu sungguh telah memikul dosa-dosa mereka dan dosa-dosa orang-orang yang mereka sesatkan dan mereka menghalang-halangi (manusia) dari jalan Allah, dan tidak mengurangi sedikitpun (siksa) amal-amal mereka.
723|How long did Noah (peace be upon him) spend calling his people?|Nine hundred and fifty years. And We certainly sent Noah to his people, and he remained among them for a thousand years except fifty years, but the flood overtook them while they were wrongdoers.|Berapa lama lagi ia harus berdoa kepada Allah untuk menghilangkan bencana yang menimpanya?|(Dan sesungguhnya Kami telah mengutus Nuh kepada kaumnya) sewaktu Nabi Nuh diangkat menjadi Rasul ia berumur sembilan ratus lima puluh tahun atau lebih dari itu (maka ia tinggal di antara mereka selama sembilan ratus lima puluh tahun) seraya menyeru mereka untuk mentauhidkan Allah, tetapi mereka mendustakannya (maka mereka ditimpa banjir besar) yaitu angin yang sangat panas (dan mereka adalah orang-orang yang zalim).
724|What is the story of the people of Lot (peace be upon him)?|And remember, O Messenger, Lot when he said to his people: 'You indeed approach the shameful act which none of the worlds before you has approached. Do you indeed approach men with desire, and block the road, and commit evil deeds in your gatherings? And in all this, there is a clear sign that it is not permissible for people to gather on evil, as Allah and His Messenger have forbidden it. Their response was only: 'Bring upon us the punishment of Allah, if you are of the truthful.' He said: 'My Lord, help me against the corrupt people with Your punishment.' And Allah answered his call. And when the angels came to Ibrahim with the good news from Allah about Isaac and his descendants, including Jacob, they said: 'We are about to destroy the people of a town, the people of Lot, for they have been wrongdoing.' Ibrahim said: 'But Lot is in it.' They said: 'We know better who is in it. We will save him and his family, except his wife, who will be among those who remain.' And when the angels came to Lot, he was distressed by their arrival, thinking they were ordinary travelers. But they said: 'Do not fear, and do not grieve. We will save you and your family, except your wife, who will be among those who perish. We are sending down on the people of this town a punishment from the sky because of their wickedness and their unnatural acts.' And we have left clear signs of it for a people who understand.|(Apakah) lafal Am di sini bermakna Istifham, yakni dapat dibaca Tahqiq dan Tas-hil (dijelaskan) dapat dibaca Tahqiq dan Tas-hil (bagi kaum Luth) mereka adalah kaum Nabi Luth (bahwa mereka) adalah kaum Nabi Luth (benar-benar telah diselamatkan) dari azab, disebabkan kedustaan mereka terhadap Nabi Luth.|"Dan (ingatlah), ketika Luth berkata kepada kaumnya: ""Sesungguhnya kamu telah mengerjakan perbuatan yang amat keji, yang belum pernah dikerjakan oleh seorangpun (di dunia ini) sebelum kamu, dan belum pernah kamu melihat sesuatu (yang datang) daripada Allah dan Rasul-Nya; maka datangkanlah kepada kami azab dari sisi Allah, jika kamu orang-orang yang benar."" Jawab Ibrahim: ""Sesungguhnya orang-orang yang di antara kaum (kafir dan mukmin itu) telah menyesatkan sesuatu dari sisi Allah, maka tidak ada yang dapat mencegah mereka dari azab Allah melainkan mereka sendiri."""
725|We seized all of them for their sins, and among them were some on whom We sent a violent wind, and among them were some who were overtaken by a sudden blast, and among them were some whom We caused the earth to swallow, and among them were some whom We drowned. But Allah did not wrong them; it was they who wronged themselves. (29:40, The Spider)|Who are the nations that Allah destroyed as mentioned in the noble verse? Among them are those upon whom we sent a rain of stones of baked clay, and they were the people of Lot. And among them are those who were seized by the shout, and they were the people of Saleh and the people of Shoaib. And among them are those whose land we caused to sink, like Qarun. And among them are those whom we drowned, and they were the people of Noah and Pharaoh and his people.|(Maka masing-masing) dari orang-orang yang telah disebutkan di atas tadi (Kami siksa disebabkan dosanya, maka di antara mereka ada yang Kami timpakan kepadanya hujan batu kerikil) yaitu angin topan yang dibarengi dengan batu-batu kerikil, sebagaimana azab yang telah menimpa kaum Nabi Luth (dan di antara mereka ada yang ditimpa suara keras yang mengguntur) seperti azab yang menimpa kaum Tsamud (dan di antara mereka ada yang Kami benamkan ke dalam bumi) sebagaimana yang dialami oleh Qarun (dan di antara mereka ada yang Kami tenggelamkan) seperti yang menimpa kaum Nabi Nuh dan Firaun beserta kaumnya (dan Allah sekali-kali tidak hendak menganiaya mereka) maksudnya tidak akan mengazab mereka dengan tanpa dosa (akan tetapi merekalah yang menganiaya diri mereka sendiri) disebabkan mereka telah melakukan dosa.|(Dan siapakah) Istifham atau kata tanya di sini mengandung makna menetapkan (golongan-golongan yang telah dibinasakan oleh Allah dan orang-orang yang ada di antara mereka) yakni mereka yang dimaksud adalah kaum Nabi Luth (dan orang-orang yang Kami ciptakan sesudah mereka itu) sesudah Nabi Syuaib (berupa batu dari tanah yang keras) dari tanah liat yang terbakar; dapat dibaca Tahqiq dan Tas-hil (dan mereka adalah orang-orang yang Kami tenggelamkan) Kami tenggelamkan (di antaranya kaum Nuh dan Firaun dan kaumnya) kaumnya yang dimaksud adalah kaum Nabi Syuaib.
726|What proves that the Quran is truly revealed from Allah (the Exalted)?|The Prophet (peace be upon him) did not read or write before the Quran was revealed to him, and the Quraysh knew this. If he had been able to read or write before, the disbelievers would have doubted (his prophethood), saying that he had learned (the Quran) from previous books or copied it from them. And indeed, you did not recite any book before this, nor did you write it with your right hand. Otherwise, the disbelievers would have doubted (the Quran's authenticity). (Quran 29:48)|"(Dan tidak ada sesuatu pun yang samar) yakni tidak jelas (dari Allah) huruf min di sini adalah zaidah (suatu kitab pun) yang diturunkan-Nya kepada para rasul dengan membawa bukti-bukti dan mukjizat-mukjizat-Nya (melainkan Allah."") Yakni bahwasanya Alquran itu adalah wahyu dari Allah."|(Dan sesungguhnya) lafal qad di sini menunjukkan makna tahqiq (telah mendustakan Muhammad) yakni Nabi Muhammad saw. (sebelum Alquran itu) sebelum Nabi saw. membacakannya (dan telah diwahyukan kepadanya kitab-kitab) yakni kitab-kitab yang diturunkan kepadanya (dan sekali-kali kamu belum pernah membaca sebelumnya) belum pernah membaca kitab-kitab sebelumnya (sesuatu pun) seperti kitab Taurat dan kitab-kitab lainnya (dan kamu belum pernah menulis) artinya sebelumnya (dengan tangan kananmu; andaikata kamu pernah membaca dan menulis) pernah (benar-benar ragulah orang-orang kafir) bahwasanya Alquran itu adalah kitab Taurat atau kitab-kitab Allah swt.
727|What is the meaning of 'لَهِيَ الْحَيَوَانُ' in verse 64 of Surah Al-'Ankabut?|It is the true, everlasting life where there is no death.|Apa arti dari 'Srah Al-'Ankabut?|Ini adalah kehidupan abadi yang benar di mana tidak ada kematian.
728|And those who strive for Us - We will surely guide them to Our ways. And indeed, Allah is with the doers of good. (29:69) Interpret this verse.|And the believers who strive against the enemies of Allah, their own selves, and the devil, and remain steadfast in the face of trials and hardships in the way of Allah, Allah will guide them to the paths of goodness, and will establish them firmly on the straight path. And whoever has this quality, they are indeed good to themselves and to others. And Allah, the Exalted, is indeed the best of those who bestow help, support, protection, and guidance upon His creation.|(Dan orang-orang yang berjihad untuk Kami) demi untuk mencari keridaan Kami (benar-benar akan Kami tunjukkan kepada mereka jalan Kami) jalan yang menuju kepada Kami. (Dan sesungguhnya Allah benar-benar beserta orang-orang yang berbuat baik) yakni orang-orang mukmin dengan memberikan pertolongan dan bantuan-Nya kepada mereka.|(Sesungguhnya orang-orang yang beriman dan berjihad di jalan Allah) maksudnya untuk meninggikan agama-Nya (adalah orang-orang yang mendapat petunjuk) kepada agama-Nya (dan Allah akan memberi petunjuk kepada mereka ke jalan yang lurus) yakni agama Islam. (Dan barang siapa yang bertakwa) artinya menjaga diri dari kemusyrikan, (maka sesungguhnya mereka itu adalah orang-orang yang bertakwa).
729|What does the Quran mention about the war between the Persians and the Romans?|The Romans have been defeated in the lowest part of the land, and after their defeat, they will be victorious in a few years, by Allah's will. On that day, the believers will rejoice in Allah's victory. Allah promises and never fails, but most people do not know this.|Apa yang Quran sebutkan tentang perang antara Persia dan Romawi?|(Sesungguhnya orang-orang Romawi pada hari itu) pada hari kiamat (adalah orang-orang yang paling lemah) lemah. (Dan Allah tidak akan memungkiri janji-Nya) janji-Nya tidak akan diingkari.
730|What does 'يُبْلِسُ الْمُجْرِمُونَ' mean in the verse 'And on the Day when the Hour will be established, the criminals will be lost' (The Romans, 12)?|Yes, the criminals will be saved from the punishment, but they will be seized by panic, and their arguments will be cut off.|"Apa artinya ""Dan pada hari terjadinya hari itu, para penjahat akan kalah"" (Orang-orang Roma, 12)?"|(Bahkan orang-orang yang berdosa itu dijauhkan dari azab) yakni dari rahmat Allah swt. (maka tiba-tiba mereka) orang-orang yang berdosa itu (putus asa) putus harapan dari rahmat Allah swt. sewaktu mereka dibangkitkan hidup kembali dari kuburnya masing-masing.
731|Mention some of the signs of Allah's power and His verses in Surah Ar-Room?|God brings out the living from the dead and brings out the dead from the living, and He gives life to the earth after its death. And thus, you will be brought out [from the earth]. And among His signs is that He created you from dust, then suddenly you became human beings, spreading across the earth. And among His signs is that He created for you, from yourselves, mates that you may find tranquility in them, and He placed between you love and mercy. Indeed, in that are signs for a people who reflect. And among His signs is the creation of the heavens and the earth and the variation of your languages and your colors. Indeed, in that are signs for those who know. And among His signs is your sleep by night and day, and your seeking of His bounty. Indeed, in that are signs for a people who listen. And among His signs is that He shows you the lightning, causing fear and hope, and He sends down rain from the sky, giving life thereby to the earth after its death. Indeed, in that are signs for a people who reason. And among His signs is that the heavens and the earth stand by His command. Then, when He calls you, by His command, you will come out [from the earth]. And to Him belongs whatever is in the heavens and whatever is on the earth. All are obedient to Him. And He is the One who begins creation, then repeats it, and that is easier for Him. To Him belongs the highest attribute in the heavens and the earth. And He is the Exalted in Might, the Wise.|Dan ceritakanlah (hai Muhammad kepada mereka), sebagian dari tanda-tanda (kebesaran) Allah dan ayat-ayat-Nya.|(Allah mengeluarkan yang hidup dari yang mati) sebagaimana manusia, Dia menciptakan manusia dari air mani dan sebagaimana burung yang Dia ciptakan dari telur (dan mengeluarkan yang mati) yaitu air mani dan telur (dari yang hidup dan menghidupkan bumi) dengan menumbuhkan tumbuh-tumbuhan (sesudah matinya) sesudah kering. (Dan di antara tanda-tanda-Nya) yang menunjukkan akan kekuasaan-Nya (ialah kamu dapat melihat tanda-tanda) yang menunjukkan akan kekuasaan dan keesaan-Nya (dan di antara bumi) bukti-bukti yang menunjukkan keesaan-Nya (ada yang dapat kamu lihat) bukti-bukti yang menunjukkan kepada keesaan-Nya (dan) di dalam ungkapan ayat-ayat yang menunjukkan keesaan-Nya (bahwasanya di antara tanda-tanda kekuasaan-Nya) bukti-bukti yang menunjukkan keesaan-Nya (ialah) lafal ayat ini menjadi hal bagi dhamir dhamir dhamir yang terdapat pada lafal dhamir yang terdapat pada lafal dhuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
732|What is the meaning of the noble verse: 'He has struck for you a parable from yourselves - do you have among what your right hands possess [i.e., slaves] any partners in what We have provided for you, such that you are equal with them in fear of them? Thus do We detail the signs for a people who understand.' (The Romans, 28)|The meaning is not your slaves as partners with you in your kingdom, so how can you make some of God's slaves partners with Him in His kingdom?|(Demikianlah Kami menjelaskan ayat-ayat) Kami menerangkannya dengan cara penjelasan dan rincian seperti itu (bagi orang-orang yang berakal) bagi orang-orang yang menggunakan akal pikirannya.|Makna yang dimaksud ialah, bukanlah hamba sahaya kalian itu adalah sekutu-sekutu bagi kalian di dalam memiliki rezeki dan harta benda yang ada pada sisi kalian, maka mengapa kalian menjadikan hamba-hamba Allah sebagai sekutu-sekutu-Nya?
733|And whatever you give in usury for increase through people's wealth will not increase with Allah; but whatever you give in zakat, seeking Allah's face - those, they will have a multiplied reward.|And what you give as a loan with the intention of gaining interest, seeking to increase that wealth; it does not increase with Allah, but He nullifies it and makes it worthless. And what you give in charity and alms to those entitled, seeking the pleasure of Allah and desiring His reward, that is what Allah accepts and multiplies for you many times over.|Dan sesuatu riba (tambahan) yang kamu berikan agar dia bertambah pada harta manusia, maka riba itu tidak menambah pada sisi Allah. Dan apa yang kamu berikan berupa zakat yang kamu maksudkan untuk mencapai keridhaan Allah, maka (yang berbuat demikian) itulah orang-orang yang melipat gandakan (pahalanya).|(Dan apa saja yang kamu berikan berupa zakat) yakni sedekah (untuk mencapai) melalui sedekah itu (keridaan Allah, maka itulah orang-orang yang melipatgandakan) pahalanya sesuai dengan apa yang mereka kehendaki. Di dalam ungkapan ini terkandung makna sindiran bagi orang-orang yang diajak bicara atau mukhathabin.
734|The corruption has appeared on land and sea because of what the hands of people have earned, so that they may taste some of what they have done, perhaps they will return [to righteousness]. (41:Rum) Interpret this verse.|Corruption has appeared on land and sea, as drought, scarcity of rain, and an increase in diseases and plagues; this is due to the sins committed by humans; so that they may be punished for some of their deeds in this world; in order to repent to God -Exalted is He- and return from their sins, so that their affairs may be improved and set right.|Telah nampak kerusakan di darat dan di laut disebabkan karena perbuatan tangan manusi, supay Allah merasakan kepada mereka sebahagian dari (akibat) perbuatan mereka, agar mereka kembali (ke jalan yang benar).|Telah nampak kerusakan di darat dan di laut, sebagai kekeringan, kekurangan air dan penyakit, serta bencana-bencana yang bertambah karena perbuatan manusia. Demikianlah balasan yang diberikan kepada mereka itu, agar mereka kembali (ke jalan yang benar) dan memperbaiki perbuatannya.
735|Explain the meaning of the verse: 'So direct your face towards the upright religion [i.e., Islam] before a Day comes from Allah at which there is no repelment. That Day, they will separate.' (The Romans, 43)|Turn your face, O Prophet, towards the upright religion, which is Islam, fulfilling its commands and avoiding its prohibitions, and hold fast to it until the Day of Judgment comes, for on that day, which no one can turn back, people will be scattered, each according to their deeds, to see the results of their actions.|Maka hadapkanlah wajahmu ke arah agama yang sempurna kebenarannya, sebelum datangnya suatu hari ketka tidak ada seorang pun yang dapat menolaknya dari Allah. Pada hari itu manusia saling berpencaran dan keadaan mereka berbeda-beda.|(Hai Nabi, hadapkanlah wajahmu kepada agama yang lurus) agama Islam (yang telah sempurna) agama yang mustaqim (lagi membenarkan hukum-hukum yang ada padanya) yaitu agama Islam (dan berpalinglah daripadanya sampai hari kiamat) yaitu hari kiamat (tiap-tiap manusia diberi balasan dengan apa yang telah mereka kerjakan) baik berupa kebaikan maupun kejahatan.
736|How does Allah send the winds that lift clouds and spread them in the sky as He wills, and then causes them to gather together so that you see the rain coming out from within them? When He touches with it whomever of His servants He wills, they rejoice. (48) The Romans. Interpret this verse.|God, exalted is He, is the One who sends forth the winds, driving clouds laden with water, which He spreads in the sky as He wills, and breaks them apart, so that you see the rain coming out from between the clouds. And when He directs it towards His servants, they rejoice, exulting in the grace that God has bestowed upon them.|(Bagaimana Allah mengirimkan angin) menurut qiraat yang lain dibaca Ar Riih dalam bentuk Mufrad tetapi maknanya jamak (lalu angin itu menggerakkan awan) lafal Mudhari' di sini untuk menceritakan keadaan di masa lalu, maksudnya angin itu menggerakkannya (ke langit menurut yang dikehendaki-Nya) -Nya (lalu Allah menjadikannya bergumpal-gumpal-gumpal) berkelompok-kelompok dan berpencar-pencar; dapat dibaca kisafan atau kisafan (lalu kamu lihat air) hujan (keluar dari celah-celahnya) dari celah-celah awan yang tebal itu (maka apabila hujan itu turun) (mengenai hamba-hamba-Nya yang dikehendaki-Nya tiba-tiba mereka menjadi gembira) mereka bergembira dengan turunnya hujan itu.|Allah, Dialah yang mengirim angin, lalu angin itu menggerakkan awan dan Allah membentangkannya di langit menurut yang dikehendaki-Nya, dan menjadikannya bergumpal-gumpal; lalu kamu lihat hujan keluar dari celah-celahnya, maka apabila hujan itu turun mengenai hamba-hamba-Nya yang dikehendaki-Nya, mereka bergembira dengan rahmat Allah.
737|Indeed, you neither listen to the dead nor do you listen to the deaf when they call out, turning away. And you are not a guide for the blind from their error. You only listen to those who believe in Our signs. They are the ones who are Muslims.|Do not grieve over the disbelief of these pagans, for they are like the deaf and the dead, they neither hear nor understand, even if they were present, so how can they when they are absent and turned away? And you, O Messenger, are not a guide for those whom Allah has blinded from the path of guidance, you only convey the message for those who believe in Our signs.|(Sesungguhnya kamu tidak dapat mendengar) dengan pendengaran yang disertai pemahaman dan mau menerima apa yang didengarnya (orang-orang yang mati dan tidak pula mendengarkan) dengan pendengaran yang dibarengi dengan pemahaman dan mau menerima apa yang didengarnya (oleh orang-orang yang tuli) terhadap ayat-ayat Kami (dan kamu sekali-kali tidak dapat memberi petunjuk kepada orang-orang yang buta hatinya dari kesesatan, tetapi kamu hanya mendengar) lafal yadzdzdzakkaruununa asalnya tatadzakkaruuna, kemudian huruf ta diidgamkan kepada huruf dzal sehingga jadilah tadzakkaruuna (orang-orang yang beriman kepada ayat-ayat Kami) yakni Alquran (mereka itulah orang-orang yang beriman.)|(Dan janganlah kamu bersedih hati) hai Muhammad (terhadap orang-orang yang kafir) dari kalangan penduduk Mekah (karena mereka menjadi seperti orang-orang yang tuli dan orang-orang yang mati) yakni orang-orang Yahudi (yang tidak dapat mendengar dan tidak dapat mengambil pelajaran) yaitu orang-orang Yahudi; mereka adalah orang-orang Yahudi dan orang-orang musyrik (tetapi bagaimanakah) lafal maa di sini bermakna qasam (mereka dapat dipalingkan) dari keimanan (oleh kekafiran) kepada Muhammad saw. (dan jika mereka berpaling) dari keimanan, maka mereka tidak mau beriman kepadanya (maka tidak ada petunjuk bagi orang-orang yang diberi petunjuk oleh Allah) kepada Alquran (kecuali orang-orang yang beriman kepada ayat-ayat Kami) mereka adalah orang-orang Yahudi dan orang-orang yang mendustakannya.
738|In the verse, Allah mentions the stages of human life in this world. Explain them.|God, the Exalted, is He who created you from a weak, humiliated drop of semen, then made it into a strong man, and after that, made it weak through old age. God creates whatever He wills of weakness and strength, and He is All-Knowing of His creation, All-Powerful over all things.|Di dalam kitab suci orang Yahudi terdapat pengukuhan terhadap Nabi Isa dan dalam kitab suci orang Kristen terdapat pengukuhan terhadap Nabi Musa. Kalimat yang belakangan ini menjadi 'hal'.|Allah, Dialah yang menciptakan kamu dari setetes mani yang lemah, kemudian Dia jadikan (kamu) seorang yang kuat lagi berkuasa sesudah masa itu, kemudian Dia menjadikan (kamu) sesudah itu lemah (kembali); Dia menciptakan apa yang dikehendaki-Nya dan Dia menguatkan (mu). Dan Dia Maha Mengetahui tentang segala sesuatu.
739|Recite the advice of Luqman to his son?|O my son, do not associate anything with Allah, for that would be a great injustice. Allah has commanded that you should treat your parents kindly and respect them. If your parents ask you to associate something with Allah or to disobey Him, do not obey them. There is no obedience to a creature if it means disobedience to the Creator. Know that even the smallest good or evil deed, like a grain of mustard seed, will be brought forth on the Day of Judgment, and Allah will hold you accountable for it. He is All-Knowing of His servants' actions.|(Dan bacakanlah) Istifham atau kata tanya di sini mengandung makna Taqrir atau menetapkan (kepada anak itu nasihat Luqman) yakni Alquran (dengan sungguh-sungguh?) lafal Bil haqqi berta'alluq kepada lafal Khalaqa.|(Hai anakku, janganlah kamu mempersekutukan sesuatu dengan Allah) huruf min di sini zaidah (janganlah kamu mempersekutukan sesuatu dengan Dia) huruf maa di sini bermakna nafi atau meniadakan, artinya janganlah kamu mempersekutukan-Nya dengan sesuatu pun juga. (Sesungguhnya Allah hanya menyuruh kalian berbuat kebaikan) mengamalkan apa yang dikehendaki-Nya (atau kejahatan) terhadap apa yang telah dilakukan oleh seseorang dengan menimbulkan kemudaratan.
740|What is the meaning of 'فَقَدِ اسْتَمْسَكَ بِالْعُرْوَةِ الْوُثْقَى' in verse 22 of Surah Luqman?|He achieved the closest reason to reach the pleasure of Allah and His mercy.|Apa arti dari 'alkohol' di ayat 22 dari Surah Luqman?|Dengan karunia dan rahmat-Nya, Dia lalu memberikan kebaikan dunia dan akhirat kepada orang-orang Mukmin.
741|And if all the trees on earth were pens and the ocean ink, supplemented by seven more oceans, the words of Allah would not be exhausted. Indeed, Allah is Exalted in Might and Wise. - Qur'an 31:27. Can you explain the metaphor in this verse?|Even if all the trees on earth were pens, and the ocean ink, supplemented by seven more oceans, the words of God would not be exhausted. For God is mighty in His vengeance, and wise in His creation. In this verse, the attribute of speech is affirmed for God, the Exalted, in truth, as befits His glory and perfection.|(Dan seandainya pohon-pohon di bumi menjadi pena dan laut) lafal al-bahru diathafkan kepada isimnya anna (ditambahkan kepadanya tujuh laut sesudahnya) sebagai tambahannya sesudah keringnya laut (niscaya tidak akan habis-habisnya kalimat Allah) yang mengungkapkan tentang pengetahuan-pengetahuan-Nya dengan menuliskannya dengan memakai pena-pena itu dan berikut tambahan tujuh laut sebagai tintanya, serta tidak pula dengan tambahan yang lebih banyak dari itu, karena pengetahuan Allah tiada batasnya. (Sesungguhnya Allah Maha Perkasa) tidak ada sesuatu pun yang dapat menghalang-halangi-Nya (lagi Maha Bijaksana) tidak ada sesuatu pun yang terlepas dari pengetahuan dan kebijaksanaan-Nya.|(Dan seandainya pohon-pohon di bumi menjadi pena dan laut) lafal al-bahru diathafkan kepada isimnya anna (ditambahkan kepadanya tujuh laut sesudahnya) sebagai tambahannya sesudah keringnya laut (niscaya tidak akan habis-habisnya kalimat Allah) yang mengungkapkan tentang pengetahuan-pengetahuan-Nya dengan menuliskannya dengan memakai pena-pena itu dan berikut tambahan tujuh laut sebagai tintanya, serta tidak pula dengan tambahan yang lebih banyak dari itu, karena pengetahuan Allah tiada batasnya. (Sesungguhnya Allah Maha Perkasa) tidak ada sesuatu pun yang dapat menghalang-halangi-Nya (lagi Maha Bijaksana) tidak ada sesuatu pun yang terlepas dari pengetahuan dan kebijaksanaan-Nya.
742|What is the meaning of the phrase 'He makes the night enter the day and makes the day enter the night' in the verse 'Have you not seen that Allah causes the night to enter the day and causes the day to enter the night, and has subjected the sun and the moon, each running in a specified course, and Allah is aware of your deeds' (Qur'an 29:61)?|Night enters into day and day enters into night, each increasing the other by what it lacks.|Apakah kamu tidak memperhatikan, bahwa sesungguhnya Allah memasukkan malam ke dalam siang dan memasukkan siang ke dalam malam dan memasukkan siang ke dalam malam dan memasukkan siang ke dalam malam dan menundukkan matahari dan bulan, masing-masing berjalan menurut waktu yang ditentukan, dan sesungguhnya Allah Maha Mengetahui apa yang kamu kerjakan?|Malam telah masuk ke dalam siang dan siang, masing-masing masuk ke dalam malam dengan membawa apa yang tidak berguna.
743|What is the meaning of: 'every disbelieving wrongdoer' (كُلُّ خَتَّارٍ كَفُورٍ)?|Every traitor who breaks the covenant is a rejecter of God's favor.|Apa arti dari: 'semua pelaku kesalahan' (tersesat)?|Sesungguhnya orang-orang yang mengkhianati amanat-amanat (yang dipercayakan) kepada mereka, mereka itulah orang-orang yang ingkar terhadap nikmat Allah.
744|O people, fear your Lord and beware of a day when no father will avail his son, nor will a [child] be of use to his father at all. Indeed, Allah's promise is true, so do not let this worldly life deceive you, nor let the Deceiver deceive you about Allah. Allah has knowledge of the Hour, and He sends down the rain and knows what is in the wombs. And no soul knows what it will earn tomorrow, and no soul knows in what land it will die. Indeed, Allah is Knowing and Aware. (Qur'an 31:33-34) Interpret these verses.|O people, fear your Lord, obey Him by following His commands and avoiding His prohibitions, and beware of the Day of Judgment, when neither a father will benefit his son, nor a son his father, nor will anything else be of any avail. Verily, Allah's promise is true, there is no doubt in it, so do not be deceived by this worldly life and its adornment, lest it distract you from the Hereafter. And do not be deceived by Allah, for there is none who deceives like the devils among jinn and humans. Allah alone knows when the Hour will be established, and He is the One who sends down the rain from the clouds, and none can do that except Him. He knows what is in the wombs, and He knows what each soul will earn tomorrow, and where each soul will die. Indeed, Allah, the Exalted, is the One who has complete knowledge of all these matters. Allah is All-Knowing, All-Aware, All-Encompassing, nothing is hidden from Him.|(Hai manusia) penduduk Mekah (bertakwalah kalian kepada Rabb kalian dan takutilah suatu hari yang pada hari itu tidak dapat mencukupi) tidak dapat menolong (seorang bapak terhadap anaknya) barang sedikit pun (dan seorang anak tidak dapat pula menolong bapaknya) pada hari itu (barang sedikit pun.|(Hai manusia) penduduk Mekah (bertakwalah kalian kepada Rabb kalian) takutlah kalian akan azab-Nya, yaitu dengan jalan menaati-Nya (sesungguhnya janji Allah) mengenai hari berbangkit (adalah benar) maka janganlah sekali-kali kalian meragukannya. (Maka janganlah kalian diperdayakan oleh kehidupan duniawi) ayat ini diturunkan sebelum nabi diperintahkan untuk berjihad melawan mereka (dan perhiasannya) seperti buah kurma dan buah-buahan (untuk kepentingannya) untuknya (kalian sekali-kali tidak dapat melemahkan Allah) Allah oleh sebab itu janganlah kalian menyembah selain-Nya.
745|How many days of this world is the day when Allah, the Exalted, manages the affairs of all creatures from the heavens to the earth, and then that management and affair returns to Allah?|The measure of that day is a thousand years of your reckoning. He brings about the affair in a day the measure of which is a thousand years of what you count.|(Berapa hari) yang dimaksud adalah hari yang besar, yakni hari yang penuh dengan hari yang besar, yaitu hari kiamat (di sisi Allah Yang Maha Perkasa) Maha Menang atas semua perkara-Nya (lagi Maha Waspada) terhadap kekasih-kekasih-Nya.|(Sesungguhnya bilangan hari itu) pada hari kiamat itu (adalah seribu tahun dari) menurut suatu pendapat dikatakan bahwa jumlah hari itu ada seribu tahun atau lebih. Menurut pendapat yang lain dikatakan, bahwa jumlah hari itu ada seribu tahun atau lebih.
